69402,"(0, 1)",We 'll have to get a  a better box .,"[We/PRP, 'll/MD, have/VB, to/TO, get/VB, a/DT, a/DT, better/JJR, box/NN, ./.]",(ROOT (S (NP (PRP We)) (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB get) (NP (DT a) (ADJP (DT a) (JJR better)) (NN box))))))) (. .)))
69402,"(543, 544)",I wonder when er  John  >  's going to have the erm,"[I/PRP, wonder/VBP, when/WRB, er/NN, John/NNP, >/JJR, 's/POS, going/VBG, to/TO, have/VB, the/DT, erm/NN]",(ROOT (S (NP (PRP I)) (VP (VBP wonder) (ADVP (WRB when)) (NP (NP (NN er) (NNP John)) (NP (NP (JJR >)) (POS 's) (VBG going))) (S (VP (TO to) (VP (VB have) (NP (DT the) (NN erm))))))))
69402,"(545,)",Wheelbarrow ready .,"[Wheelbarrow/NN, ready/JJ, ./.]",(ROOT (S (NP (NN Wheelbarrow)) (ADJP (JJ ready)) (. .)))
69402,"(546,)",Yes .,"[Yes/UH, ./.]",(ROOT (INTJ (UH Yes) (. .)))
69402,"(547,)",Oh !,"[Oh/UH, !/.]",(ROOT (INTJ (UH Oh) (. !)))
69402,"(548, 549, 550, 551)",Said in yesterday 's paper  that someone had had a wheelbarrow  valued at thirty pounds stolen from a back garden  and it was somewhere at Kirk Hill .,"[Said/VBD, in/IN, yesterday/NN, 's/POS, paper/NN, that/IN, someone/NN, had/VBD, had/VBN, a/DT, wheelbarrow/NN, valued/VBN, at/IN, thirty/CD, pounds/NNS, stolen/VBN, from/IN, a/DT, back/RB, garden/NN, and/CC, it/PRP, was/VBD, somewhere/RB, at/IN, Kirk/NNP, Hill/NNP, ./.]",(ROOT (S (S (VP (VBD Said) (PP (IN in) (NP (NP (NN yesterday) (POS 's)) (NN paper))) (SBAR (IN that) (S (NP (NN someone)) (VP (VBD had) (VP (VBN had) (NP (NP (DT a) (NN wheelbarrow)) (VP (VBN valued) (PP (IN at) (NP (NP (CD thirty) (NNS pounds)) (VP (VBN stolen) (PP (IN from) (NP (NP (DT a) (ADVP (RB back)) (NN garden)) (CC and) (NP (PRP it))))))))))))))) (VP (VBD was) (ADVP (RB somewhere)) (PP (IN at) (NP (NNP Kirk) (NNP Hill)))) (. .)))
69402,"(552,)",Where the back gardens aren 't particularly accessible .,"[Where/WRB, the/DT, back/JJ, gardens/NNS, aren/NN, 't/PRP, particularly/RB, accessible/JJ, ./.]",(ROOT (FRAG (WHADVP (WRB Where) (NP (NP (DT the) (JJ back) (NNS gardens) (NN aren)) (NP (PRP 't)))) (NP (RB particularly) (JJ accessible)) (. .)))
69402,"(553,)","So ours must have cost , I 'm sure that would cost them a lot more than thirty pounds .","[So/RB, ours/PRP, must/MD, have/VB, cost/NN, ,/,, I/PRP, 'm/VBP, sure/JJ, that/WDT, would/MD, cost/VB, them/PRP, a/DT, lot/NN, more/JJR, than/IN, thirty/CD, pounds/NNS, ./.]","(ROOT (S (S (RB So) (NP (PRP ours)) (VP (MD must) (VP (VB have) (NP (NN cost))))) (, ,) (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ sure) (SBAR (WHNP (WDT that)) (S (VP (MD would) (VP (VB cost) (NP (PRP them)) (NP (DT a) (NN lot) (QP (JJR more) (IN than) (NP (CD thirty) (NNS pounds)))))))))) (. .)))"
69402,"(554,)",Mm .,"[Mm/NN, ./.]",(ROOT (NP (NN Mm) (. .)))
69402,"(555, 556)","Cos it didn 't , it didn 't say  a wrought iron wheelbarrow or anything , it just said a wheelbarrow .","[Cos/NN, it/PRP, didn/VBD, 't/PRP, ,/,, it/PRP, didn/VBD, 't/PRP, say/VB, a/DT, wrought/VBN, iron/NN, wheelbarrow/NN, or/CC, anything/NN, ,/,, it/PRP, just/RB, said/VBD, a/DT, wheelbarrow/NN, ./.]","(ROOT (S (NP (NP (NN Cos)) (SBAR (S (NP (PRP it)) (VP (VBD didn) (NP (PRP 't)))))) (, ,) (PRN (S (NP (PRP it)) (VP (VBD didn) (S (NP (PRP 't)) (VP (VB say) (NP (NP (DT a) (VBN wrought) (NN iron) (NN wheelbarrow)) (CC or) (NP (NN anything))))))) (, ,)) (NP (PRP it)) (ADVP (RB just)) (VP (VBD said) (NP (DT a) (NN wheelbarrow))) (. .)))"
69402,"(557, 558)",Well those er  four tapes,"[Well/RB, those/DT, er/NN, four/CD, tapes/NNS]",(ROOT (X (X (ADVP (RB Well)) (NP (DT those) (NN er))) (NP (CD four) (NNS tapes))))
69402,"(559,)",So we 'll have to get it,"[So/IN, we/PRP, 'll/MD, have/VB, to/TO, get/VB, it/PRP]",(ROOT (FRAG (ADVP (IN So)) (NP (NP (PRP we)) (SBAR (S (VP (MD 'll) (VP (VB have) (S (VP (TO to) (VP (VB get) (NP (PRP it))))))))))))
69402,"(560, 561, 562)","those four tapes , incidentally , I saw , you know the  compil- the Bach , Beethoven , Mozart and  Tchaikovsky , I saw them for fifteen pound .","[those/DT, four/CD, tapes/NNS, ,/,, incidentally/RB, ,/,, I/PRP, saw/VBD, ,/,, you/PRP, know/VBP, the/DT, compil-/JJ, the/DT, Bach/NNP, ,/,, Beethoven/NNP, ,/,, Mozart/NNP, and/CC, Tchaikovsky/NNP, ,/,, I/PRP, saw/VBD, them/PRP, for/IN, fifteen/CD, pound/NN, ./.]","(ROOT (S (NP (DT those) (CD four) (NNS tapes)) (, ,) (ADVP (RB incidentally)) (, ,) (NP (PRP I)) (VP (VBD saw) (SBAR (S (, ,) (S (NP (PRP you)) (VP (VBP know) (NP (DT the) (ADJP (JJ compil-)) (NP (DT the) (NNP Bach) (, ,) (NNP Beethoven) (, ,) (NNP Mozart) (CC and) (NNP Tchaikovsky))))) (, ,) (NP (PRP I)) (VP (VBD saw) (NP (PRP them)) (PP (IN for) (NP (CD fifteen) (NN pound))))))) (. .)))"
69402,"(563,)",What four tapes ?,"[What/WDT, four/CD, tapes/NNS, ?/.]",(ROOT (FRAG (WHNP (WDT What) (CD four) (NNS tapes)) (. ?)))
69402,"(564,)","The four , not tapes , compact discs .","[The/DT, four/CD, ,/,, not/RB, tapes/NNS, ,/,, compact/JJ, discs/NNS, ./.]","(ROOT (NP (NP (DT The) (CD four)) (PRN (, ,) (RB not) (NP (NP (NNS tapes)) (, ,) (NP (JJ compact) (NNS discs)))) (. .)))"
69402,"(565, 566, 567)",The set of four that we sent  so they were fifteen pound in  there .,"[The/DT, set/NN, of/IN, four/CD, that/IN, we/PRP, sent/VBD, so/RB, they/PRP, were/VBD, fifteen/CD, pound/NN, in/IN, there/RB, ./.]",(ROOT (S (NP (NP (DT The) (NN set)) (PP (IN of) (NP (CD four))) (SBAR (IN that) (S (NP (PRP we)) (VP (VBD sent))))) (RB so) (NP (PRP they)) (VP (VBD were) (NP (NP (CD fifteen) (NN pound)) (PP (IN in) (NP (RB there))))) (. .)))
69402,"(568,)",That who sent to you ?,"[That/DT, who/WP, sent/VBD, to/TO, you/PRP, ?/.]",(ROOT (FRAG (NP (NP (DT That)) (SBAR (WHNP (WP who)) (S (VP (VBD sent) (PP (TO to) (NP (PRP you))))))) (. ?)))
69402,"(569, 570)",That Shirley and  Gareth sent me for Christmas .,"[That/DT, Shirley/NNP, and/CC, Gareth/NNP, sent/VBD, me/PRP, for/IN, Christmas/NNP, ./.]",(ROOT (S (NP (DT That) (NNP Shirley) (CC and) (NNP Gareth)) (VP (VBD sent) (NP (PRP me)) (PP (IN for) (NP (NNP Christmas)))) (. .)))
69402,"(571,)",Ah ah !,"[Ah/NN, ah/NN, !/.]",(ROOT (FRAG (NP (NN Ah) (NN ah)) (. !)))
69402,"(572,)",The,[The/DT],(ROOT (FRAG (DT The)))
69402,"(573,)",I wish you 'd think of something you would like for your birthday .,"[I/PRP, wish/VBP, you/PRP, 'd/MD, think/VB, of/IN, something/NN, you/PRP, would/MD, like/VB, for/IN, your/PRP$, birthday/NN, ./.]",(ROOT (S (S (NP (PRP I)) (VP (VBP wish) (SBAR (S (NP (PRP you)) (VP (MD 'd) (VP (VB think) (PP (IN of) (NP (NN something))))))))) (NP (PRP you)) (VP (MD would) (VP (VB like) (PP (IN for) (NP (PRP$ your) (NN birthday))))) (. .)))
69402,"(574, 575)","I told you , I want a  I would like a fiddle .","[I/PRP, told/VBD, you/PRP, ,/,, I/PRP, want/VBP, a/DT, I/PRP, would/MD, like/VB, a/DT, fiddle/NN, ./.]","(ROOT (S (S (NP (PRP I)) (VP (VBD told) (NP (PRP you)))) (, ,) (NP (PRP I)) (VP (VBP want) (SBAR (S (NP (DT a) (PRP I)) (VP (MD would) (VP (VB like) (NP (DT a) (NN fiddle))))))) (. .)))"
69402,"(576, 577, 578)",D 'ya know I  and you need binoculars to go to  Rome with .,"[D/NNP, 'ya/NNP, know/VB, I/PRP, and/CC, you/PRP, need/VBP, binoculars/NNS, to/TO, go/VB, to/TO, Rome/NNP, with/IN, ./.]",(ROOT (S (S (NP (NNP D) (NNP 'ya)) (VP (VB know) (NP (PRP I)))) (CC and) (S (NP (PRP you)) (VP (VBP need) (S (NP (NNS binoculars)) (VP (TO to) (VP (VB go) (PP (TO to) (NP (NNP Rome))) (PP (IN with))))))) (. .)))
69402,"(579,)",Take a couple of them .,"[Take/VB, a/DT, couple/NN, of/IN, them/PRP, ./.]",(ROOT (S (VP (VB Take) (NP (NP (DT a) (NN couple)) (PP (IN of) (NP (PRP them))))) (. .)))
69402,"(580,)",Well I can 't see very well through binoculars .,"[Well/RB, I/PRP, can/MD, 't/PRP, see/VB, very/RB, well/RB, through/IN, binoculars/NNS, ./.]",(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (MD can) (NP (PRP 't)) (S (VP (VB see) (ADVP (RB very) (RB well)) (PP (IN through) (NP (NNS binoculars)))))) (. .)))
69402,"(581,)",The Sistine Chapel .,"[The/DT, Sistine/NNP, Chapel/NN, ./.]",(ROOT (FRAG (NP (DT The) (NNP Sistine) (NN Chapel)) (. .)))
69402,"(582,)",We mustn 't take those big ones with us .,"[We/PRP, mustn/VBP, 't/PRP, take/VB, those/DT, big/JJ, ones/NNS, with/IN, us/PRP, ./.]",(ROOT (S (NP (PRP We)) (VP (VBP mustn) (S (NP (PRP 't)) (VP (VB take) (NP (DT those) (JJ big) (NNS ones)) (PP (IN with) (NP (PRP us)))))) (. .)))
69402,"(583, 584)",Oh Jim  they 're too heavy .,"[Oh/UH, Jim/NNP, they/PRP, 're/VBP, too/RB, heavy/JJ, ./.]",(ROOT (S (S (INTJ (UH Oh)) (NP (NNP Jim) (PRP they)) (VP (VBP 're) (ADJP (RB too) (JJ heavy)))) (. .)))
69402,"(585,)",I know .,"[I/PRP, know/VBP, ./.]",(ROOT (S (NP (PRP I)) (VP (VBP know)) (. .)))
69402,"(586,)","You , an easier camera     .","[You/PRP, ,/,, an/DT, easier/JJR, camera/NN, ./.]","(ROOT (NP (NP (PRP You)) (, ,) (NP (DT an) (JJR easier) (NN camera)) (. .)))"
69402,"(587,)","It doesn 't need a camera , it needs you !","[It/PRP, doesn/VBD, 't/PRP, need/VB, a/DT, camera/NN, ,/,, it/PRP, needs/VBZ, you/PRP, !/.]","(ROOT (S (S (NP (PRP It)) (VP (VBD doesn) (S (NP (PRP 't)) (VP (VB need) (NP (DT a) (NN camera)))))) (, ,) (NP (PRP it)) (VP (VBZ needs) (NP (PRP you))) (. !)))"
69402,"(588,)",New,[New/NNP],(ROOT (NP (NNP New)))
69402,"(589,)",No it doesn 't .,"[No/DT, it/PRP, doesn/VBD, 't/PRP, ./.]",(ROOT (S (NP (DT No) (PRP it)) (VP (VBD doesn) (NP (PRP 't))) (. .)))
69402,"(590,)",new camera,"[new/JJ, camera/NN]",(ROOT (NP (JJ new) (NN camera)))
69402,"(591,)","What 's happened with that camera , you 've","[What/WP, 's/VBZ, happened/VBN, with/IN, that/DT, camera/NN, ,/,, you/PRP, 've/VBP]","(ROOT (S (SBAR (WHNP (WP What)) (S (VP (VBZ 's) (VP (VBN happened) (PP (IN with) (NP (DT that) (NN camera))))))) (, ,) (NP (PRP you)) (VP (VBP 've))))"
69402,"(592,)",You,[You/PRP],(ROOT (FRAG (NP (PRP You))))
69402,"(593, 594)","got to rewind it every time the  better ones now automatically wind , that 's what I mean .","[got/VBN, to/TO, rewind/VB, it/PRP, every/DT, time/NN, the/DT, better/JJR, ones/NNS, now/RB, automatically/RB, wind/NN, ,/,, that/DT, 's/VBZ, what/WP, I/PRP, mean/VBP, ./.]","(ROOT (S (S (VP (VBN got) (S (VP (TO to) (VP (VB rewind) (NP (PRP it) (NP (NP (DT every) (NN time)) (NP (DT the) (ADJP (ADJP (JJR better)) (PRN (ADVP (NP (NNS ones)) (RB now)) (ADVP (RB automatically)))) (NN wind))))))))) (, ,) (NP (DT that)) (VP (VBZ 's) (SBAR (WHNP (WP what)) (S (NP (PRP I)) (VP (VBP mean))))) (. .)))"
69402,"(595, 596)",You have never sat down  and read,"[You/PRP, have/VBP, never/RB, sat/VBN, down/IN, and/CC, read/VB]",(ROOT (S (NP (PRP You)) (VP (VBP have) (ADVP (RB never)) (VP (VP (VBN sat) (ADVP (IN down))) (CC and) (VP (VB read))))))
69402,"(597,)","You have to rewind it , it 's a","[You/PRP, have/VBP, to/TO, rewind/VB, it/PRP, ,/,, it/PRP, 's/VBZ, a/DT]","(ROOT (S (NP (PRP You)) (VP (VBP have) (S (VP (TO to) (VP (VB rewind) (NP (PRP it)) (, ,) (SBAR (S (NP (PRP it)) (VP (VBZ 's) (NP (DT a)))))))))))"
69402,"(598,)",all the,"[all/PDT, the/DT]",(ROOT (NP (NP (PDT all)) (NP (DT the))))
69402,"(599,)",problem .,"[problem/NN, ./.]",(ROOT (NP (NN problem) (. .)))
69402,"(600,)","read all the instructions , the same with the video camera .","[read/VB, all/PDT, the/DT, instructions/NNS, ,/,, the/DT, same/JJ, with/IN, the/DT, video/NN, camera/NN, ./.]","(ROOT (S (VP (VB read) (NP (NP (PDT all) (DT the) (NNS instructions)) (, ,) (NP (DT the) (ADJP (JJ same) (PP (IN with) (NP (DT the) (NN video)))) (NN camera)))) (. .)))"
69402,"(601,)",You haven 't even watched the tape .,"[You/PRP, haven/NN, 't/PRP, even/RB, watched/VBD, the/DT, tape/NN, ./.]",(ROOT (S (NP (PRP You)) (VP (NN haven) (SBAR (S (NP (PRP 't)) (ADVP (RB even)) (VP (VBD watched) (NP (DT the) (NN tape)))))) (. .)))
69402,"(602,)",When have I had an opportunity to watch the tape ?,"[When/WRB, have/VBP, I/PRP, had/VBD, an/DT, opportunity/NN, to/TO, watch/VB, the/DT, tape/NN, ?/.]",(ROOT (SBARQ (WHADVP (WRB When)) (SQ (VBP have) (NP (PRP I)) (VP (VBD had) (NP (DT an) (NN opportunity) (S (VP (TO to) (VP (VB watch) (NP (DT the) (NN tape)))))))) (. ?)))
69402,"(603,)",Oh !,"[Oh/UH, !/.]",(ROOT (INTJ (UH Oh) (. !)))
69402,"(604,)",You must have been able to squeeze half an hour sometime or other .,"[You/PRP, must/MD, have/VB, been/VBN, able/JJ, to/TO, squeeze/VB, half/PDT, an/DT, hour/NN, sometime/RB, or/CC, other/JJ, ./.]",(ROOT (S (NP (PRP You)) (VP (MD must) (VP (VB have) (VP (VBN been) (ADJP (JJ able) (S (VP (TO to) (VP (VB squeeze) (NP (PDT half) (DT an) (NN hour)) (UCP (NP (RB sometime)) (CC or) (JJ other))))))))) (. .)))
69402,"(605,)","Anyway , I 'm going to get ready or we 'll never get the shopping done before you go to work .","[Anyway/RB, ,/,, I/PRP, 'm/VBP, going/VBG, to/TO, get/VB, ready/JJ, or/CC, we/PRP, 'll/MD, never/RB, get/VB, the/DT, shopping/NN, done/VBN, before/IN, you/PRP, go/VBP, to/TO, work/VB, ./.]","(ROOT (S (ADVP (RB Anyway)) (, ,) (S (NP (PRP I)) (VP (VBP 'm) (VP (VBG going) (S (VP (TO to) (VP (VB get) (ADJP (JJ ready)))))))) (CC or) (S (NP (PRP we)) (VP (MD 'll) (ADVP (RB never)) (VP (VB get) (NP (NP (DT the) (NN shopping)) (VP (VBN done) (SBAR (IN before) (S (NP (PRP you)) (VP (VBP go) (S (VP (TO to) (VP (VB work)))))))))))) (. .)))"
69402,"(606,)",Will we ?,"[Will/MD, we/PRP, ?/.]",(ROOT (S (VP (MD Will) (VP (NP (PRP we)))) (. ?)))
